date,chunk,ticker,norm_score,raw_score,percentile,conviction,layer,layer_name,industry,momentum_pct,rsi_euphoria,borrow_fee,flow,price,data_source
2026-06-07,2,LDOS,10.00,6.17,96.1,A,3,Infra,Information Technology Services,-37.3,5.2,10.2,neutral,124.43,polygon
2026-06-07,2,LEU,10.00,6.26,96.1,A,1,Energy,Uranium,-62.9,4.0,18.0,neutral,161.78,polygon
2026-06-07,2,MKTX,10.00,6.52,96.1,A,8,Distrib,Capital Markets,-47.5,1.6,14.2,elevated_volume,116.93,polygon
2026-06-07,2,MOMO,10.00,6.68,96.1,A,5,Models,Internet Content & Information,-35.6,3.2,12.7,dark_pool_buying,5.61,polygon
2026-06-07,2,MSTR,10.00,6.87,96.1,A,8,Distrib,Software - Application,-73.6,1.4,8.9,dark_pool_buying,120.44,polygon
2026-06-07,2,MU,10.00,6.06,96.1,A,2,Chips,Semiconductors,-20.0,6.0,2.9,neutral,864.01,polygon
2026-06-07,2,NOG,10.00,6.10,96.1,A,1,Energy,Oil & Gas E&P,-30.9,2.5,21.9,neutral,20.98,polygon
2026-06-07,2,PGY,10.00,6.12,96.1,A,4,Data,Software - Infrastructure,-66.8,5.5,14.9,neutral,14.56,finnhub
2026-06-07,2,PI,10.00,6.14,96.1,A,2,Chips,Semiconductors,-50.0,3.8,16.9,neutral,120.93,finnhub
2026-06-07,2,PSFE,10.00,6.41,96.1,A,4,Data,Software - Infrastructure,-53.0,3.8,28.9,neutral,6.90,finnhub
2026-06-07,2,PURR,10.00,6.17,96.1,A,8,Distrib,Capital Markets,-22.2,5.9,3.4,dark_pool_buying,8.53,finnhub
2026-06-07,2,QUBT,10.00,6.40,96.1,A,5,Models,Computer Hardware,-59.6,4.7,14.8,neutral,9.96,finnhub
2026-06-07,2,RCON,10.00,6.64,96.1,A,1,Energy,Oil & Gas Equipment & Services,-87.6,3.7,2.1,neutral,0.56,finnhub
2026-06-07,2,META,9.95,6.05,95.9,A,5,Models,Internet Content & Information,-24.8,4.3,5.6,elevated_volume,593.00,polygon
2026-06-07,2,PTC,9.95,6.05,95.9,A,5,Models,Software - Application,-36.7,4.3,9.1,neutral,137.00,finnhub
2026-06-07,2,MCRP,9.61,5.99,94.9,A,3,Infra,Computer Hardware,-48.9,2.7,2.1,neutral,2.25,polygon
2026-06-07,2,PYPL,9.61,5.99,94.9,A,8,Distrib,Credit Services,-46.8,3.0,8.8,neutral,41.29,finnhub
2026-06-07,2,OSIS,9.11,5.90,93.6,A,2,Chips,Electronic Components,-36.2,4.3,20.6,low_volume,197.73,finnhub
2026-06-07,2,SOUN,10.00,6.19,96.1,B,5,Models,Software - Application,-65.5,3.6,22.4,neutral,7.39,simulated
2026-06-07,2,SRAD,10.00,6.09,96.1,B,5,Models,Software - Application,-56.3,6.9,5.3,neutral,13.90,simulated
2026-06-07,2,STRK,10.00,6.41,96.1,B,5,Models,Software - Application,-44.2,1.5,1.0,elevated_volume,65.40,simulated
2026-06-07,2,TME,10.00,6.40,96.1,B,5,Models,Internet Content & Information,-64.6,6.1,6.5,neutral,9.08,simulated
2026-06-07,2,URG,10.00,6.17,96.1,B,1,Energy,Uranium,-22.9,4.8,11.2,dark_pool_buying,1.62,simulated
2026-06-07,2,UUUU,10.00,6.52,96.1,B,1,Energy,Uranium,-45.8,3.6,13.7,elevated_volume,15.03,simulated
2026-06-07,2,YXT,10.00,6.35,96.1,B,5,Models,Software - Application,-51.1,5.7,1.0,elevated_volume,0.54,simulated
2026-06-07,2,CD,10.00,7.60,96.1,B,8,Distrib,Capital Markets,-85.1,3.8,50.0,dark_pool_buying,5.33,simulated
2026-06-07,2,SMR,9.84,6.03,95.4,B,1,Energy,Specialty Industrial Machinery,-80.3,4.6,9.7,elevated_volume,10.50,simulated
2026-06-07,2,TSAT,9.84,6.03,95.4,B,3,Infra,Communication Equipment,-23.8,4.1,12.0,dark_pool_buying,44.56,simulated
2026-06-07,2,ZIP,9.78,6.02,95.3,B,5,Models,Internet Content & Information,-50.1,4.3,15.2,neutral,3.18,simulated
2026-06-07,2,SNAP,9.56,5.98,94.8,B,5,Models,Internet Content & Information,-44.3,5.7,9.2,neutral,5.76,simulated
2026-06-07,2,SDRL,9.50,5.97,94.6,B,1,Energy,Oil & Gas Drilling,-19.0,2.1,19.6,neutral,44.38,simulated
2026-06-07,2,RUN,9.16,5.91,93.7,B,1,Energy,Solar,-37.6,4.6,24.8,neutral,13.36,simulated
