date,chunk,ticker,norm_score,raw_score,percentile,conviction,layer,layer_name,industry,momentum_pct,rsi_euphoria,borrow_fee,flow,price,data_source
2026-06-01,1,AISP,10.00,6.33,96.6,B,4,Data,Software - Infrastructure,-56.9,7.1,27.0,elevated_volume,3.01,simulated
2026-06-01,1,AMBR,10.00,7.06,96.6,B,4,Data,Software - Infrastructure,-86.3,3.7,15.1,neutral,1.71,simulated
2026-06-01,1,AREN,10.00,6.83,96.6,B,5,Models,Internet Content & Information,-80.0,1.7,20.0,elevated_volume,1.45,simulated
2026-06-01,1,BILI,10.00,6.29,96.6,B,5,Models,Internet Content & Information,-49.8,3.1,16.6,neutral,18.05,simulated
2026-06-01,1,BLKB,10.00,6.63,96.6,B,5,Models,Software - Application,-56.4,3.2,18.5,neutral,31.23,simulated
2026-06-01,1,CAN,10.00,6.20,96.6,B,3,Infra,Computer Hardware,-80.6,3.0,16.6,neutral,0.40,simulated
2026-06-01,1,CARS,10.00,6.10,96.6,B,5,Models,Internet Content & Information,-26.1,3.5,22.4,neutral,10.19,simulated
2026-06-01,1,CRWV,10.00,6.14,96.6,B,4,Data,Software - Infrastructure,-36.7,5.2,9.5,neutral,116.32,simulated
2026-06-01,1,EZPW,10.00,6.13,96.6,B,3,Infra,Credit Services,-10.6,3.2,44.5,neutral,30.96,simulated
2026-06-01,1,GLNG,10.00,6.70,96.6,B,1,Energy,Oil & Gas Midstream,-12.8,1.7,15.3,neutral,50.00,simulated
2026-06-01,1,GRAB,10.00,6.23,96.6,B,5,Models,Software - Application,-45.5,3.7,12.2,neutral,3.52,simulated
2026-06-01,1,HTCR,10.00,6.23,96.6,B,5,Models,Software - Application,-84.1,6.3,2.5,elevated_volume,3.50,simulated
2026-06-01,1,ICE,10.00,6.11,96.6,B,8,Distrib,Financial Data & Stock Exchanges,-20.8,2.2,7.2,neutral,147.83,simulated
2026-06-01,1,IDCC,10.00,6.54,96.6,B,5,Models,Software - Application,-35.6,3.2,20.3,neutral,254.25,simulated
2026-06-01,1,INTU,10.00,6.58,96.6,B,5,Models,Software - Application,-57.4,3.8,11.8,elevated_volume,341.78,simulated
2026-06-01,1,JKHY,10.00,6.96,96.6,B,3,Infra,Information Technology Services,-28.4,3.7,15.6,dark_pool_buying,137.35,simulated
2026-06-01,1,AIXC,9.64,5.91,96.3,B,4,Data,Software - Infrastructure,-78.7,4.5,3.7,neutral,1.26,simulated
2026-06-01,1,ASTS,9.64,5.91,96.3,B,3,Infra,Communication Equipment,-20.6,6.2,11.8,elevated_volume,105.58,simulated
2026-06-01,1,HUBS,9.52,5.89,95.9,B,5,Models,Software - Application,-61.8,7.1,11.4,neutral,232.63,simulated
2026-06-01,1,GIBO,9.46,5.88,95.8,B,5,Models,Internet Content & Information,-99.8,5.5,11.3,low_volume,1.33,simulated
2026-06-01,1,CTSH,9.39,5.87,95.4,B,3,Infra,Information Technology Services,-35.5,6.9,19.9,neutral,55.28,simulated
2026-06-01,1,DGII,9.39,5.87,95.4,B,3,Infra,Communication Equipment,-2.9,5.8,16.5,neutral,66.45,simulated
2026-06-01,1,DOCU,9.03,5.81,94.4,B,5,Models,Software - Application,-43.3,8.2,16.2,neutral,53.25,simulated
