date,chunk,ticker,norm_score,raw_score,percentile,conviction,layer,layer_name,industry,momentum_pct,rsi_euphoria,borrow_fee,flow,price,data_source,market_cap_b,pe_ttm,forward_pe,eps_ttm,dividend_yield_pct,week52_high,week52_low,pct_from_52w_high,pct_from_52w_low,avg_vol_30d_m,rel_volume,short_float_pct,short_ratio,analyst_target,upside_pct,revenue_ttm_b,gross_margin_pct,operating_margin_pct,beta,description
2026-06-11,3,NNDM,10.00,5.62,96.4,A,3,Infra,Computer Hardware,+nan,4.8,12.1,neutral,1.52,polygon,0.32,n/a,152.0,-0.68,n/a,2.32,1.31,-34.5,16.0,2.39,0.9,5.6,4.2,n/a,n/a,0.12,34.5,-70.6,n/a,Nano Dimension Ltd
2026-06-11,3,LTBR,10.00,5.65,96.4,A,1,Energy,Electrical Equipment & Parts,+nan,3.4,16.1,neutral,8.72,polygon,0.29,n/a,n/a,-0.76,n/a,31.34,8.68,-72.2,0.5,0.89,1.27,13.2,4.9,n/a,n/a,n/a,n/a,n/a,2.09,"Lightbridge Corporation, together with its subsidiaries, engages in research, developing, and commercializing nuclear fu…"
2026-06-11,3,WKEY,10.00,5.91,96.4,A,2,Chips,Semiconductors,+nan,3.8,8.6,neutral,7.21,polygon,0.08,n/a,5.5,-0.72,n/a,19.8,4.75,-63.6,51.8,0.13,0.75,5.6,2.8,14.68,103.6,0.02,50.5,-144.7,0.57,"WISeKey International Holding AG, a cybersecurity company, provides integrated security solutions in North America, Euro…"
2026-06-11,3,CMRC,10.00,5.77,96.4,A,5,Models,Software - Application,+nan,3.4,19.0,low_volume,2.68,finnhub,0.22,n/a,5.7,-0.19,n/a,5.54,2.41,-51.7,11.2,0.72,0.69,8.5,6.6,5.05,88.4,0.35,78.1,7.7,1.15,Commerce
2026-06-11,3,CRDO,10.00,5.95,96.4,A,2,Chips,Semiconductors,+nan,7.1,6.0,elevated_volume,237.68,polygon,43.84,129.9,27.3,1.83,n/a,261.38,70.78,-9.1,235.8,7.53,1.55,6.3,1.6,256.3,7.8,1.34,68.0,35.7,3.23,Credo Technology Group Holding Ltd provides various high-speed connectivity solutions for optical and electrical Etherne…
2026-06-11,3,VET,10.00,5.66,96.4,A,1,Energy,Oil & Gas E&P,+nan,3.0,19.8,neutral,11.38,polygon,1.74,n/a,17.6,-2.38,349.0,14.82,7.0,-23.2,62.6,2.07,0.82,n/a,7.9,n/a,n/a,1.75,61.4,-41.5,0.5,Vermilion Energy Inc
2026-06-11,3,BKH,10.00,6.52,96.4,A,1,Energy,Utilities - Regulated Gas,+nan,2.8,29.1,elevated_volume,71.94,polygon,5.48,18.7,15.6,3.84,391.0,78.69,55.49,-8.6,29.6,1.01,1.65,14.7,9.9,83.0,15.4,2.29,39.0,25.9,0.7,"Black Hills Corporation, through its subsidiaries, operates as an electric and natural gas utility company in the United…"
2026-06-11,3,TDW,10.00,5.92,96.4,A,1,Energy,Oil & Gas Equipment & Services,+nan,1.9,23.0,neutral,73.44,finnhub,3.65,12.4,11.7,5.93,n/a,93.13,44.11,-21.1,66.5,0.78,0.85,14.6,7.5,86.57,17.9,1.35,48.9,-8.7,0.51,Tidewater Inc
2026-06-11,3,NEON,10.00,6.19,96.4,A,2,Chips,Electronic Components,+nan,2.9,15.2,elevated_volume,1.15,finnhub,0.02,2.4,-3.0,0.48,n/a,29.9,1.09,-96.2,5.5,0.14,2.41,5.2,5.4,n/a,n/a,0.0,99.0,-337.3,0.98,Neonode Inc
2026-06-11,3,NAVI,10.00,5.78,96.4,A,3,Infra,Credit Services,+nan,4.7,29.0,neutral,7.90,finnhub,0.74,n/a,8.4,-0.62,810.0,16.07,7.33,-50.8,7.8,1.08,1.22,23.4,8.8,9.44,19.5,0.33,100.0,25.6,1.22,Navient Corporation provides technology-enabled education finance  for education in the United States
2026-06-11,3,PONY,10.00,5.82,96.4,A,3,Infra,Information Technology Services,+nan,4.8,17.5,neutral,8.18,finnhub,3.55,n/a,-13.0,-0.33,n/a,24.92,7.99,-67.2,2.4,5.18,0.93,8.7,6.0,20.91,155.7,0.11,15.8,-170.3,n/a,Pony AI Inc
2026-06-11,3,ENVA,10.00,5.77,96.4,A,3,Infra,Credit Services,+nan,6.7,25.9,neutral,179.92,finnhub,4.48,14.6,9.2,12.29,n/a,182.97,92.75,-1.7,94.0,0.22,1.19,9.6,9.2,202.0,12.3,1.58,82.8,26.6,1.3,"Enova International, Inc"
2026-06-11,3,IIIV,10.00,5.82,96.4,A,4,Data,Software - Infrastructure,+nan,5.0,32.4,neutral,20.02,finnhub,0.56,182.0,15.8,0.11,n/a,33.97,18.47,-41.1,8.4,0.37,1.02,42.6,7.9,28.5,42.4,0.29,19.1,6.5,n/a,"i3 Verticals, Inc"
2026-06-11,3,PD,9.34,5.54,95.6,A,5,Models,Software - Application,+nan,6.3,14.5,neutral,8.80,finnhub,0.68,4.3,6.3,2.07,n/a,18.0,5.7,-51.1,54.4,2.58,0.79,13.8,4.2,9.14,3.9,0.49,85.2,7.9,0.94,"PagerDuty, Inc"
2026-06-11,3,BB,9.16,5.52,95.4,A,4,Data,Software - Infrastructure,+nan,7.2,4.2,elevated_volume,8.82,polygon,5.17,98.0,43.8,0.09,n/a,10.93,3.12,-19.3,182.7,26.07,1.42,5.5,1.0,5.16,-41.4,0.55,76.2,17.4,1.55,BlackBerry Limited provides intelligent software and services to enterprises and governments worldwide
2026-06-11,3,CACI,9.07,5.51,94.8,A,3,Infra,Information Technology Services,+nan,6.9,13.4,neutral,521.14,polygon,11.51,21.5,16.7,24.23,n/a,683.5,438.41,-23.8,18.9,0.29,0.86,8.1,4.4,680.64,30.6,9.16,32.6,9.7,0.52,"CACI International Inc, through its subsidiaries, provides expertise and technology solutions in the United States, the …"
2026-06-11,3,SMSI,9.07,5.51,94.8,A,5,Models,Software - Application,+nan,4.2,9.3,elevated_volume,3.59,finnhub,0.02,n/a,3.6,-6.65,n/a,6.5,2.05,-44.8,75.1,0.03,1.59,2.5,3.4,16.25,352.6,0.02,75.5,-79.9,0.66,"Smith Micro Software, Inc"
2026-06-11,3,PROP,10.00,5.70,96.4,B,1,Energy,Oil & Gas E&P,+nan,4.5,17.8,low_volume,0.84,simulated,0.08,n/a,0.9,-0.02,n/a,4.33,0.76,-80.6,11.2,4.66,0.66,20.6,4.7,3.38,302.1,0.31,70.5,31.0,-1.08,Prairie Operating Co
2026-06-11,3,BMNR,10.00,5.85,96.4,B,8,Distrib,Capital Markets,+nan,3.2,3.3,neutral,15.64,simulated,8.91,n/a,16.6,-7.44,6.0,161.0,3.92,-90.3,299.0,41.54,1.2,4.7,0.8,37.33,138.7,0.02,66.6,-592.1,1.61,"Bitmine Immersion Technologies, Inc"
2026-06-11,3,HKD,10.00,5.91,96.4,B,5,Models,Software - Application,+nan,5.0,10.6,neutral,1.69,simulated,0.53,9.4,n/a,0.18,n/a,5.47,1.26,-69.1,34.1,0.25,1.02,0.5,4.2,n/a,n/a,0.14,75.6,60.5,2.0,AMTD Digital Inc
2026-06-11,3,CNX,10.00,6.26,96.4,B,1,Energy,Oil & Gas E&P,+nan,1.7,25.0,low_volume,33.20,simulated,4.7,4.4,7.8,7.5,n/a,43.62,27.72,-23.9,19.8,1.94,0.67,14.8,8.2,38.82,16.9,2.24,74.8,60.7,0.58,"CNX Resources Corporation, an independent natural gas and midstream company, engages in the acquisition, exploration, de…"
2026-06-11,3,SUNC,10.00,6.46,96.4,B,1,Energy,Oil & Gas Midstream,+nan,2.0,6.0,neutral,66.12,simulated,3.41,7.4,6.8,8.89,599.0,73.24,47.0,-9.7,40.7,0.54,0.71,2.5,2.1,75.33,13.9,30.71,12.5,8.1,n/a,"SunocoCorp LLC engages in energy infrastructure and distribution of motor fuels in North America, the Greater Caribbean,…"
2026-06-11,3,LAZ,9.96,5.61,96.3,B,8,Distrib,Capital Markets,+nan,5.0,8.8,elevated_volume,41.36,simulated,4.07,18.8,9.4,2.2,484.0,58.75,38.67,-29.6,7.0,1.39,1.88,4.5,3.0,52.62,27.2,3.2,89.9,13.8,1.41,"Lazard, Inc"
2026-06-11,3,TUYA,9.52,5.56,95.7,B,4,Data,Software - Infrastructure,+nan,3.1,11.4,neutral,1.92,simulated,1.18,19.2,14.5,0.1,596.0,2.88,1.87,-33.3,2.7,1.22,0.79,1.2,4.4,3.42,78.0,0.33,47.8,9.2,0.42,Tuya Inc
