date,chunk,ticker,norm_score,raw_score,percentile,conviction,layer,layer_name,industry,momentum_pct,rsi_euphoria,borrow_fee,flow,price,data_source,market_cap_b,pe_ttm,forward_pe,eps_ttm,dividend_yield_pct,week52_high,week52_low,pct_from_52w_high,pct_from_52w_low,avg_vol_30d_m,rel_volume,short_float_pct,short_ratio,analyst_target,upside_pct,revenue_ttm_b,gross_margin_pct,operating_margin_pct,beta,description
2026-07-12,1,ADSK,10.00,5.97,96.0,A,5,Models,Software - Application,-36.2,6.5,7.7,low_volume,208.45,polygon,44.01,30.4,14.6,6.86,n/a,329.09,185.5,-36.7,12.4,2.55,0.57,4.6,2.5,318.53,52.8,7.51,92.4,29.5,1.32,"Autodesk, Inc"
2026-07-12,1,AIFC,10.00,6.47,96.0,A,4,Data,Software - Infrastructure,-94.0,2.4,29.2,low_volume,0.54,polygon,0.08,n/a,n/a,-7.88,n/a,9.76,0.52,-94.4,4.3,2.06,0.62,10.4,10.4,6.5,1099.0,0.02,47.9,-58.2,1.75,"AI Financial Corporation, together with its subsidiaries, provides blockchain-powered technologies for tokenization, tra…"
2026-07-12,1,AMST,10.00,6.61,96.0,A,5,Models,Software - Application,-70.5,4.6,2.0,low_volume,1.14,polygon,0.01,n/a,n/a,-0.63,n/a,4.78,0.77,-76.2,48.1,3.36,0.46,2.2,0.5,n/a,n/a,0.0,100.0,-820.9,0.94,Amesite Inc
2026-07-12,1,ANY,10.00,6.40,96.0,A,8,Distrib,Capital Markets,-80.1,1.1,1.0,low_volume,2.09,polygon,0.01,n/a,-0.7,-5.32,n/a,12.6,1.08,-83.4,92.8,3.09,0.05,1.5,0.0,n/a,n/a,0.01,22.5,-203.0,3.5,Sphere 3D Corp
2026-07-12,1,BBAI,10.00,6.33,96.0,A,5,Models,Information Technology Services,-63.3,2.5,18.1,low_volume,3.27,polygon,1.57,n/a,-16.4,-0.69,n/a,9.39,3.01,-65.2,8.6,39.27,0.67,29.3,3.7,5.33,63.1,0.13,25.8,-66.9,3.13,BigBear
2026-07-12,1,BE,10.00,6.03,96.0,A,1,Energy,Electrical Equipment & Parts,-29.3,3.5,5.8,neutral,244.61,polygon,69.58,n/a,54.9,-0.05,n/a,351.28,24.04,-30.4,917.5,12.23,0.97,7.8,1.4,282.69,15.6,2.45,30.1,9.6,3.74,"Bloom Energy Corporation designs, manufactures, sells, and installs solid oxide fuel cell systems for on-site power gene…"
2026-07-12,1,BRAI,10.00,6.12,96.0,A,3,Infra,Computer Hardware,-62.8,2.2,1.6,low_volume,5.51,polygon,1.14,n/a,n/a,-0.14,n/a,33.0,4.19,-83.3,31.7,0.25,0.18,0.6,0.6,10.0,81.3,n/a,n/a,n/a,n/a,Braiin Limited operates as an agriculture and analytics services company that provides solutions to improve farming prod…
2026-07-12,1,CORZ,10.00,5.99,96.0,A,3,Infra,Software - Infrastructure,-19.4,2.8,21.3,neutral,23.49,finnhub,7.47,n/a,79.2,-3.36,n/a,30.46,12.6,-22.9,86.5,14.14,0.82,24.6,5.6,32.87,39.9,0.35,21.6,-18.8,5.5,"Core Scientific, Inc"
2026-07-12,1,CRM,10.00,5.97,96.0,A,5,Models,Software - Application,-39.1,6.5,9.2,low_volume,163.32,finnhub,133.76,18.9,10.5,8.62,108.0,274.0,146.32,-40.4,11.6,14.92,0.65,7.1,2.8,245.6,50.4,42.83,77.6,21.8,1.18,"Salesforce, Inc"
2026-07-12,1,CRWV,10.00,6.54,96.0,A,5,Models,Software - Infrastructure,-40.2,2.6,14.6,neutral,88.88,finnhub,48.49,n/a,-76.1,-2.72,n/a,153.2,63.8,-42.0,39.3,30.11,0.71,27.0,2.6,142.29,60.1,6.23,69.4,-6.9,n/a,"CoreWeave, Inc"
2026-07-12,1,CSIQ,10.00,6.03,96.0,A,1,Energy,Solar,-55.3,4.3,23.6,neutral,15.02,finnhub,1.02,n/a,-34.2,-2.52,n/a,34.59,9.41,-56.6,59.6,3.03,0.91,30.2,5.8,18.05,20.2,5.48,22.2,6.8,1.51,Canadian Solar Inc
2026-07-12,1,DAVA,10.00,6.03,96.0,A,4,Data,Software - Infrastructure,-81.9,5.3,15.8,low_volume,2.74,finnhub,0.14,n/a,3.2,-10.23,n/a,15.2,2.55,-82.0,7.5,0.39,0.57,7.0,5.5,5.5,100.6,0.73,21.9,-3.4,1.05,"Endava plc, together with its subsidiaries, provides technology services in North America, Europe, the United Kingdom, a…"
2026-07-12,1,DGXX,10.00,6.05,96.0,A,1,Energy,Utilities - Independent Power Producers,-46.8,1.6,3.5,low_volume,4.50,finnhub,0.41,n/a,n/a,-0.66,n/a,9.2,1.86,-51.1,141.9,10.92,0.49,6.1,0.7,12.0,166.7,0.03,11.8,-75.6,6.14,Digi Power X Inc
