date,chunk,ticker,norm_score,raw_score,percentile,conviction,layer,layer_name,industry,momentum_pct,rsi_euphoria,borrow_fee,flow,price,data_source
2026-06-02,1,ADTN,10.00,6.15,96.5,A,3,Infra,Communication Equipment,-5.9,6.4,14.8,dark_pool_buying,18.26,finnhub
2026-06-02,1,AMST,10.00,6.61,96.5,B,5,Models,Software - Application,-64.1,6.0,3.3,low_volume,1.39,simulated
2026-06-02,1,AREN,10.00,6.26,96.5,B,5,Models,Internet Content & Information,-79.8,3.4,20.0,neutral,1.46,simulated
2026-06-02,1,ATO,10.00,6.52,96.5,B,1,Energy,Utilities - Regulated Gas,-11.7,2.7,9.7,dark_pool_buying,168.75,simulated
2026-06-02,1,AVX,10.00,6.61,96.5,B,4,Data,Software - Infrastructure,-96.1,4.8,1.6,low_volume,0.50,simulated
2026-06-02,1,BILI,10.00,6.29,96.5,B,5,Models,Internet Content & Information,-48.1,3.7,16.6,neutral,18.65,simulated
2026-06-02,1,BTQ,10.00,6.15,96.5,B,4,Data,Software - Infrastructure,-67.5,7.1,7.6,elevated_volume,4.59,simulated
2026-06-02,1,CAN,10.00,6.20,96.5,B,3,Infra,Computer Hardware,-80.8,3.1,16.6,neutral,0.39,simulated
2026-06-02,1,DQ,10.00,6.10,96.5,B,2,Chips,Semiconductor Equipment & Materials,-52.9,3.3,9.8,neutral,16.80,simulated
2026-06-02,1,FIGR,10.00,6.47,96.5,B,8,Distrib,Capital Markets,-56.6,3.2,7.7,low_volume,32.09,simulated
2026-06-02,1,GMM,10.00,6.87,96.5,B,3,Infra,Information Technology Services,-95.8,2.3,1.0,dark_pool_buying,0.13,simulated
2026-06-02,1,GRAB,10.00,6.05,96.5,B,5,Models,Software - Application,-44.2,4.6,12.2,neutral,3.60,simulated
2026-06-02,1,IDN,10.00,6.39,96.5,B,5,Models,Software - Application,-51.9,1.7,4.1,neutral,4.32,simulated
2026-06-02,1,INR,10.00,6.13,96.5,B,1,Energy,Oil & Gas E&P,-32.5,2.7,13.9,neutral,13.20,simulated
2026-06-02,1,INTU,10.00,6.58,96.5,B,5,Models,Software - Application,-59.8,3.7,11.8,elevated_volume,322.14,simulated
2026-06-02,1,JKHY,10.00,6.56,96.5,B,3,Infra,Information Technology Services,-28.8,3.7,15.6,elevated_volume,136.03,simulated
2026-06-02,1,BTBT,9.95,6.03,96.1,B,3,Infra,Capital Markets,-53.1,5.1,11.1,neutral,1.98,simulated
2026-06-02,1,CRM,9.60,5.97,95.3,B,5,Models,Software - Application,-26.3,7.0,15.2,elevated_volume,200.84,simulated
2026-06-02,1,GIBO,9.60,5.97,95.3,B,5,Models,Internet Content & Information,-99.8,5.2,11.3,neutral,1.33,simulated
2026-06-02,1,HTCR,9.60,5.97,95.3,B,5,Models,Software - Application,-85.2,5.8,2.5,neutral,3.25,simulated
2026-06-02,1,BTDR,9.43,5.94,95.0,B,3,Infra,Software - Application,-27.6,7.5,29.5,elevated_volume,18.76,simulated
2026-06-02,1,CLB,9.32,5.92,94.8,B,1,Energy,Oil & Gas Equipment & Services,-30.8,5.5,33.3,neutral,13.60,simulated
2026-06-02,1,AIXC,9.26,5.91,94.3,B,4,Data,Software - Infrastructure,-79.0,4.6,3.7,neutral,1.26,simulated
2026-06-02,1,GFAI,9.26,5.91,94.3,B,5,Models,Security & Protection Services,-55.1,7.5,5.0,elevated_volume,0.64,simulated
2026-06-02,1,AMOD,9.09,5.88,93.9,B,5,Models,Software - Application,-87.8,5.4,2.3,low_volume,0.23,simulated
2026-06-02,1,GOOG,9.09,5.88,93.9,B,5,Models,Internet Content & Information,-10.2,3.2,6.0,elevated_volume,358.39,simulated
2026-06-02,1,CTSH,9.03,5.87,93.5,B,3,Infra,Information Technology Services,-35.6,7.1,19.9,neutral,55.14,simulated
